"COLLECTION","CITATION_TYPE","TYPE_STATUS","NUMBER_CATALOG_ITEMS","NUMBER_OF_IMAGES","NUMBER_OF_TYPES_WITH_IMAGES","ENTERED_DATE"
"Malacology","Secondary","Paratype","1","0","0","2006"
"Malacology","Secondary","Paratype","1","0","0","2006"
"Malacology","Secondary","Paratype","1","0","0","2006"
"Malacology","Secondary","Paratype","12","0","0","2006"
"Malacology","Secondary","Paratype","4","0","0","2006"
"Malacology","Secondary","Paratype","1","0","0","2006"
"Malacology","Secondary","Paratype","1","0","0","2006"
"Malacology","Secondary","Paratype","2","0","0","2006"
"Malacology","Secondary","Paratype","9","0","0","2006"
"Malacology","Secondary","Paratype","3","0","0","2006"
"Malacology","Secondary","Paratype","1","0","0","2006"
"Malacology","Secondary","Paratype","3","0","0","2006"
"Malacology","Secondary","Paratype","1","0","0","2006"
"Malacology","Secondary","Paratype","1","0","0","2006"
"Malacology","Secondary","Paratype","2","0","0","2006"
"Malacology","Secondary","Paratype","1","0","0","2006"
"Malacology","Secondary","Paratype","6","0","0","2006"
"Malacology","Secondary","Paratype","17","0","0","2006"
"Malacology","Secondary","Paratype","1","0","0","2006"
"Malacology","Secondary","Paratype","19","0","0","2006"
"Malacology","Secondary","Paratype","11","0","0","2006"
"Malacology","Secondary","Paratype","4","0","0","2006"
"Malacology","Secondary","Paratype","14","0","0","2006"
"Malacology","Secondary","Paratype","22","0","0","2006"
"Malacology","Secondary","Paratype","16","0","0","2006"
"Malacology","Secondary","Paratype","8","0","0","2006"
"Malacology","Secondary","Paratype","8","0","0","2006"
"Malacology","Secondary","Paratype","1","0","0","2006"
"Malacology","Secondary","Paratype","3","0","0","2006"
"Malacology","Secondary","Paratype","5","4","1","2006"
"Malacology","Secondary","Paratype","4","0","0","2006"
"Malacology","Secondary","Paratype","4","0","0","2007"
"Malacology","Secondary","Paratype","1","0","0","2007"
"Malacology","Secondary","Paratype","1","0","0","2007"
"Malacology","Secondary","Paratype","3","0","0","2007"
"Malacology","Secondary","Paratype","4","0","0","2007"
"Malacology","Secondary","Paratype","1","0","0","2007"
"Malacology","Secondary","Paratype","2","0","0","2007"
"Malacology","Secondary","Paratype","26","0","0","2007"
"Malacology","Secondary","Paratype","2","0","0","2007"
"Malacology","Secondary","Paratype","1","0","0","2007"
"Malacology","Secondary","Paratype","4","0","0","2007"
"Malacology","Secondary","Paratype","3","0","0","2007"
"Malacology","Secondary","Paratype","1","0","0","2007"
"Malacology","Secondary","Paratype","4","0","0","2007"
"Malacology","Secondary","Paratype","5","0","0","2007"
"Malacology","Secondary","Paratype","35","0","0","2007"
"Malacology","Secondary","Paratype","3","0","0","2007"
"Malacology","Secondary","Paratype","8","0","0","2007"
"Malacology","Secondary","Paratype","5","0","0","2007"
"Malacology","Secondary","Paratype","2","0","0","2007"
"Malacology","Secondary","Paratype","2","0","0","2007"
"Malacology","Secondary","Paratype","1","0","0","2007"
"Malacology","Secondary","Paratype","1","0","0","2007"
"Malacology","Secondary","Paratype","8","0","0","2007"
"Malacology","Secondary","Paratype","8","0","0","2007"
"Malacology","Secondary","Paratype","1","0","0","2007"
"Malacology","Secondary","Paratype","1","0","0","2007"
"Malacology","Secondary","Paratype","3","0","0","2007"
"Malacology","Secondary","Paratype","5","0","0","2007"
"Malacology","Secondary","Paratype","6","0","0","2007"
"Malacology","Secondary","Paratype","1","0","0","2007"
"Malacology","Secondary","Paratype","5","0","0","2007"
"Malacology","Secondary","Paratype","6","0","0","2007"
"Malacology","Secondary","Paratype","3","0","0","2007"
"Malacology","Secondary","Paratype","13","0","0","2007"
"Malacology","Secondary","Paratype","2","0","0","2007"
"Malacology","Secondary","Paratype","5","4","1","2007"
"Malacology","Secondary","Paratype","16","5","1","2007"
"Malacology","Secondary","Paratype","8","0","0","2007"
"Malacology","Secondary","Paratype","8","0","0","2007"
"Malacology","Secondary","Paratype","2","0","0","2007"
"Malacology","Secondary","Paratype","27","0","0","2007"
"Malacology","Secondary","Paratype","21","0","0","2007"
"Malacology","Secondary","Paratype","3","0","0","2007"
"Malacology","Secondary","Paratype","2","0","0","2007"
"Malacology","Secondary","Paratype","4","0","0","2007"
"Malacology","Secondary","Paratype","7","0","0","2007"
"Malacology","Secondary","Paratype","5","0","0","2007"
"Malacology","Secondary","Paratype","4","0","0","2007"
"Malacology","Secondary","Paratype","1","0","0","2007"
"Malacology","Secondary","Paratype","1","0","0","2007"
"Malacology","Secondary","Paratype","2","0","0","2007"
"Malacology","Secondary","Paratype","16","0","0","2007"
"Malacology","Secondary","Paratype","1","0","0","2007"
"Malacology","Secondary","Paratype","3","0","0","2007"
"Malacology","Secondary","Paratype","3","0","0","2007"
"Malacology","Secondary","Paratype","3","0","0","2007"
"Malacology","Secondary","Paratype","1","0","0","2007"
"Malacology","Secondary","Paratype","5","0","0","2007"
"Malacology","Secondary","Paratype","16","0","0","2007"
"Malacology","Secondary","Paratype","38","0","0","2007"
"Malacology","Secondary","Paratype","1","0","0","2007"
"Malacology","Secondary","Paratype","28","0","0","2007"
"Malacology","Secondary","Paratype","5","0","0","2007"
"Malacology","Secondary","Paratype","6","0","0","2007"
"Malacology","Secondary","Paratype","2","0","0","2007"
"Malacology","Secondary","Paratype","1","0","0","2007"
"Malacology","Secondary","Paratype","7","0","0","2007"
"Malacology","Secondary","Paratype","1","0","0","2007"
"Malacology","Secondary","Paratype","2","0","0","2007"
"Malacology","Secondary","Paratype","1","0","0","2007"
"Malacology","Secondary","Paratype","2","0","0","2007"
"Malacology","Secondary","Paratype","3","0","0","2007"
"Malacology","Secondary","Paratype","4","0","0","2007"
"Malacology","Secondary","Paratype","4","0","0","2007"
"Malacology","Secondary","Paratype","1","0","0","2007"
"Malacology","Secondary","Paratype","1","0","0","2007"
"Malacology","Secondary","Paratype","1","0","0","2007"
"Malacology","Secondary","Paratype","6","3","1","2007"
"Malacology","Secondary","Paratype","19","0","0","2007"
"Malacology","Secondary","Paratype","5","0","0","2007"
"Malacology","Secondary","Paratype","1","0","0","2007"
"Malacology","Secondary","Paratype","3","0","0","2007"
"Malacology","Secondary","Paratype","1","0","0","2007"
"Malacology","Secondary","Paratype","12","0","0","2007"
"Malacology","Secondary","Paratype","6","0","0","2007"
"Malacology","Secondary","Paratype","1","0","0","2007"
"Malacology","Secondary","Paratype","2","0","0","2007"
"Malacology","Secondary","Paratype","10","1","1","2007"
"Malacology","Secondary","Paratype","8","0","0","2007"
"Malacology","Secondary","Paratype","2","0","0","2007"
"Malacology","Secondary","Paratype","2","0","0","2007"
"Malacology","Secondary","Paratype","28","0","0","2007"
"Malacology","Secondary","Paratype","32","0","0","2007"
"Malacology","Secondary","Paratype","1","0","0","2007"
"Malacology","Secondary","Paratype","3","0","0","2007"
"Malacology","Secondary","Paratype","7","0","0","2007"
"Malacology","Secondary","Paratype","9","0","0","2007"
"Malacology","Secondary","Paratype","7","0","0","2007"
"Malacology","Secondary","Paratype","8","0","0","2007"
"Malacology","Secondary","Paratype","14","0","0","2007"
"Malacology","Secondary","Paratype","1","0","0","2007"
"Malacology","Secondary","Paratype","7","0","0","2007"
"Malacology","Secondary","Paratype","15","0","0","2007"
"Malacology","Secondary","Paratype","1","0","0","2007"
"Malacology","Secondary","Paratype","6","0","0","2007"
"Malacology","Secondary","Paratype","2","0","0","2007"
"Malacology","Secondary","Paratype","16","4","1","2007"
"Malacology","Secondary","Paratype","27","0","0","2007"
"Malacology","Secondary","Paratype","5","0","0","2007"
"Malacology","Secondary","Paratype","1","0","0","2007"
"Malacology","Secondary","Paratype","3","0","0","2007"
"Malacology","Secondary","Paratype","4","0","0","2007"
"Malacology","Secondary","Paratype","1","0","0","2007"
"Malacology","Secondary","Paratype","4","0","0","2007"
"Malacology","Secondary","Paratype","31","0","0","2007"
"Malacology","Secondary","Paratype","5","0","0","2007"
"Malacology","Secondary","Paratype","5","0","0","2007"
"Malacology","Secondary","Paratype","7","0","0","2007"
"Malacology","Secondary","Paratype","21","0","0","2007"
"Malacology","Secondary","Paratype","13","0","0","2007"
"Malacology","Secondary","Paratype","43","0","0","2007"
"Malacology","Secondary","Paratype","13","0","0","2007"
"Malacology","Secondary","Paratype","5","0","0","2007"
"Malacology","Secondary","Paratype","9","0","0","2007"
"Malacology","Secondary","Paratype","1","0","0","2007"
"Malacology","Secondary","Paratype","4","0","0","2007"
"Malacology","Secondary","Paratype","2","0","0","2007"
"Malacology","Secondary","Paratype","2","0","0","2007"
"Malacology","Secondary","Paratype","62","0","0","2007"
"Malacology","Secondary","Paratype","24","0","0","2007"
"Malacology","Secondary","Paratype","8","0","0","2007"
"Malacology","Secondary","Paratype","9","0","0","2007"
"Malacology","Secondary","Paratype","36","8","3","2007"
"Malacology","Secondary","Paratype","12","0","0","2007"
"Malacology","Secondary","Paratype","1","0","0","2007"
"Malacology","Secondary","Paratype","2","0","0","2007"
"Malacology","Secondary","Paratype","3","0","0","2007"
"Malacology","Secondary","Paratype","4","0","0","2007"
"Malacology","Secondary","Paratype","14","0","0","2007"
"Malacology","Secondary","Paratype","1","0","0","2007"
"Malacology","Secondary","Paratype","2","0","0","2007"
"Malacology","Secondary","Paratype","10","0","0","2007"
"Malacology","Secondary","Paratype","12","0","0","2007"
"Malacology","Secondary","Paratype","3","0","0","2007"
"Malacology","Secondary","Paratype","16","0","0","2007"
"Malacology","Secondary","Paratype","22","0","0","2007"
"Malacology","Secondary","Paratype","3","0","0","2007"
"Malacology","Secondary","Paratype","3","0","0","2007"
"Malacology","Secondary","Paratype","2","0","0","2007"
"Malacology","Secondary","Paratype","3","0","0","2007"
"Malacology","Secondary","Paratype","2","0","0","2007"
"Malacology","Secondary","Paratype","3","0","0","2007"
"Malacology","Secondary","Paratype","5","0","0","2007"
"Malacology","Secondary","Paratype","6","0","0","2007"
"Malacology","Secondary","Paratype","7","0","0","2007"
"Malacology","Secondary","Paratype","2","0","0","2007"
"Malacology","Secondary","Paratype","5","0","0","2007"
"Malacology","Secondary","Paratype","2","0","0","2007"
"Malacology","Secondary","Paratype","2","0","0","2007"
"Malacology","Secondary","Paratype","2","0","0","2007"
"Malacology","Secondary","Paratype","5","0","0","2007"
"Malacology","Secondary","Paratype","6","0","0","2007"
"Malacology","Secondary","Paratype","12","0","0","2007"
"Malacology","Secondary","Paratype","3","0","0","2007"
"Malacology","Secondary","Paratype","2","0","0","2007"
"Malacology","Secondary","Paratype","8","0","0","2008"
"Malacology","Secondary","Paratype","6","0","0","2008"
"Malacology","Secondary","Paratype","8","0","0","2008"
"Malacology","Secondary","Paratype","15","0","0","2008"
"Malacology","Secondary","Paratype","6","0","0","2008"
"Malacology","Secondary","Paratype","25","0","0","2008"
"Malacology","Secondary","Paratype","20","0","0","2008"
"Malacology","Secondary","Paratype","7","0","0","2008"
"Malacology","Secondary","Paratype","12","0","0","2008"
"Malacology","Secondary","Paratype","1","0","0","2008"
"Malacology","Secondary","Paratype","8","0","0","2008"
"Malacology","Secondary","Paratype","1","0","0","2008"
"Malacology","Secondary","Paratype","1","0","0","2008"
"Malacology","Secondary","Paratype","1","0","0","2008"
"Malacology","Secondary","Paratype","1","0","0","2008"
"Malacology","Secondary","Paratype","1","0","0","2008"
"Malacology","Secondary","Paratype","13","0","0","2008"
"Malacology","Secondary","Paratype","7","0","0","2008"
"Malacology","Secondary","Paratype","4","0","0","2008"
"Malacology","Secondary","Paratype","2","0","0","2008"
"Malacology","Secondary","Paratype","8","0","0","2008"
"Malacology","Secondary","Paratype","1","0","0","2008"
"Malacology","Secondary","Paratype","17","3","3","2008"
"Malacology","Secondary","Paratype","3","0","0","2008"
"Malacology","Secondary","Paratype","2","0","0","2008"
"Malacology","Secondary","Paratype","11","5","1","2008"
"Malacology","Secondary","Paratype","9","5","1","2008"
"Malacology","Secondary","Paratype","1","0","0","2008"
"Malacology","Secondary","Paratype","2","0","0","2008"
"Malacology","Secondary","Paratype","4","0","0","2008"
"Malacology","Secondary","Paratype","12","0","0","2008"
"Malacology","Secondary","Paratype","10","0","0","2008"
"Malacology","Secondary","Paratype","2","0","0","2008"
"Malacology","Secondary","Paratype","1","0","0","2008"
"Malacology","Secondary","Paratype","19","0","0","2008"
"Malacology","Secondary","Paratype","2","0","0","2008"
"Malacology","Secondary","Paratype","15","0","0","2008"
"Malacology","Secondary","Paratype","9","0","0","2008"
"Malacology","Secondary","Paratype","2","0","0","2008"
"Malacology","Secondary","Paratype","9","0","0","2008"
"Malacology","Secondary","Paratype","6","0","0","2008"
"Malacology","Secondary","Paratype","1","0","0","2008"
"Malacology","Secondary","Paratype","2","0","0","2008"
"Malacology","Secondary","Paratype","12","0","0","2008"
"Malacology","Secondary","Paratype","2","0","0","2008"
"Malacology","Secondary","Paratype","6","0","0","2008"
"Malacology","Secondary","Paratype","6","0","0","2008"
"Malacology","Secondary","Paratype","2","0","0","2008"
"Malacology","Secondary","Paratype","1","0","0","2008"
"Malacology","Secondary","Paratype","13","4","1","2008"
"Malacology","Secondary","Paratype","34","3","1","2008"
"Malacology","Secondary","Paratype","11","0","0","2008"
"Malacology","Secondary","Paratype","43","0","0","2008"
"Malacology","Secondary","Paratype","8","7","1","2008"
"Malacology","Secondary","Paratype","13","0","0","2008"
"Malacology","Secondary","Paratype","1","0","0","2008"
"Malacology","Secondary","Paratype","2","0","0","2008"
"Malacology","Secondary","Paratype","1","0","0","2008"
"Malacology","Secondary","Paratype","1","0","0","2008"
"Malacology","Secondary","Paratype","1","0","0","2008"
"Malacology","Secondary","Paratype","1","0","0","2008"
"Malacology","Secondary","Paratype","1","0","0","2008"
"Malacology","Secondary","Paratype","2","0","0","2008"
"Malacology","Secondary","Paratype","1","0","0","2008"
"Malacology","Secondary","Paratype","1","0","0","2008"
"Malacology","Secondary","Paratype","1","0","0","2008"
"Malacology","Secondary","Paratype","1","0","0","2008"
"Malacology","Secondary","Paratype","1","0","0","2008"
"Malacology","Secondary","Paratype","1","0","0","2008"
"Malacology","Secondary","Paratype","1","0","0","2008"
"Malacology","Secondary","Paratype","2","0","0","2008"
"Malacology","Secondary","Paratype","3","0","0","2008"
"Malacology","Secondary","Paratype","2","0","0","2008"
"Malacology","Secondary","Paratype","1","0","0","2008"
"Malacology","Secondary","Paratype","1","0","0","2008"
"Malacology","Secondary","Paratype","1","0","0","2008"
"Malacology","Secondary","Paratype","1","0","0","2008"
"Malacology","Secondary","Paratype","1","0","0","2008"
"Malacology","Secondary","Paratype","1","0","0","2008"
"Malacology","Secondary","Paratype","1","0","0","2008"
"Malacology","Secondary","Paratype","1","0","0","2008"
"Malacology","Secondary","Paratype","1","0","0","2008"
"Malacology","Secondary","Paratype","1","0","0","2008"
"Malacology","Secondary","Paratype","1","0","0","2008"
"Malacology","Secondary","Paratype","1","0","0","2008"
"Malacology","Secondary","Paratype","1","0","0","2008"
"Malacology","Secondary","Paratype","1","0","0","2008"
"Malacology","Secondary","Paratype","1","0","0","2008"
"Malacology","Secondary","Paratype","1","0","0","2008"
"Malacology","Secondary","Paratype","1","0","0","2008"
"Malacology","Secondary","Paratype","1","0","0","2008"
"Malacology","Secondary","Paratype","1","0","0","2008"
"Malacology","Secondary","Paratype","1","0","0","2008"
"Malacology","Secondary","Paratype","1","0","0","2008"
"Malacology","Secondary","Paratype","1","0","0","2008"
"Malacology","Secondary","Paratype","1","0","0","2008"
"Malacology","Secondary","Paratype","1","0","0","2008"
"Malacology","Secondary","Paratype","1","0","0","2008"
"Malacology","Secondary","Paratype","1","0","0","2008"
"Malacology","Secondary","Paratype","1","0","0","2008"
"Malacology","Secondary","Paratype","1","0","0","2008"
"Malacology","Secondary","Paratype","1","0","0","2008"
"Malacology","Secondary","Paratype","1","0","0","2008"
"Malacology","Secondary","Paratype","1","0","0","2008"
"Malacology","Secondary","Paratype","1","0","0","2008"
"Malacology","Secondary","Paratype","1","0","0","2008"
"Malacology","Secondary","Paratype","1","0","0","2008"
"Malacology","Secondary","Paratype","2","0","0","2008"
"Malacology","Secondary","Paratype","1","0","0","2008"
"Malacology","Secondary","Paratype","1","0","0","2008"
"Malacology","Secondary","Paratype","1","0","0","2008"
"Malacology","Secondary","Paratype","1","0","0","2008"
"Malacology","Secondary","Paratype","1","0","0","2008"
"Malacology","Secondary","Paratype","1","0","0","2008"
"Malacology","Secondary","Paratype","1","0","0","2008"
"Malacology","Secondary","Paratype","1","0","0","2008"
"Malacology","Secondary","Paratype","1","0","0","2008"
"Malacology","Secondary","Paratype","1","0","0","2008"
"Malacology","Secondary","Paratype","1","0","0","2008"
"Malacology","Secondary","Paratype","1","0","0","2008"
"Malacology","Secondary","Paratype","1","0","0","2008"
"Malacology","Secondary","Paratype","1","0","0","2008"
"Malacology","Secondary","Paratype","1","0","0","2008"
"Malacology","Secondary","Paratype","1","0","0","2008"
"Malacology","Secondary","Paratype","1","0","0","2008"
"Malacology","Secondary","Paratype","1","0","0","2008"
"Malacology","Secondary","Paratype","1","0","0","2008"
"Malacology","Secondary","Paratype","1","0","0","2008"
"Malacology","Secondary","Paratype","1","0","0","2008"
"Malacology","Secondary","Paratype","2","0","0","2008"
"Malacology","Secondary","Paratype","1","0","0","2008"
"Malacology","Secondary","Paratype","1","0","0","2008"
"Malacology","Secondary","Paratype","1","0","0","2008"
"Malacology","Secondary","Paratype","1","0","0","2008"
"Malacology","Secondary","Paratype","1","0","0","2008"
"Malacology","Secondary","Paratype","1","0","0","2008"
"Malacology","Secondary","Paratype","1","0","0","2008"
"Malacology","Secondary","Paratype","1","0","0","2008"
"Malacology","Secondary","Paratype","1","0","0","2008"
"Malacology","Secondary","Paratype","1","0","0","2008"
"Malacology","Secondary","Paratype","1","0","0","2008"
"Malacology","Secondary","Paratype","2","0","0","2008"
"Malacology","Secondary","Paratype","3","0","0","2008"
"Malacology","Secondary","Paratype","1","0","0","2008"
"Malacology","Secondary","Paratype","1","0","0","2008"
"Malacology","Secondary","Paratype","1","0","0","2008"
"Malacology","Secondary","Paratype","1","0","0","2008"
"Malacology","Secondary","Paratype","1","0","0","2008"
"Malacology","Secondary","Paratype","1","0","0","2008"
"Malacology","Secondary","Paratype","1","0","0","2008"
"Malacology","Secondary","Paratype","1","3","1","2008"
"Malacology","Secondary","Paratype","1","0","0","2008"
"Malacology","Secondary","Paratype","1","0","0","2008"
"Malacology","Secondary","Paratype","1","0","0","2008"
"Malacology","Secondary","Paratype","2","0","0","2008"
"Malacology","Secondary","Paratype","1","0","0","2008"
"Malacology","Secondary","Paratype","1","0","0","2008"
"Malacology","Secondary","Paratype","1","0","0","2008"
"Malacology","Secondary","Paratype","1","0","0","2008"
"Malacology","Secondary","Paratype","1","0","0","2008"
"Malacology","Secondary","Paratype","1","0","0","2008"
"Malacology","Secondary","Paratype","1","0","0","2008"
"Malacology","Secondary","Paratype","1","0","0","2008"
"Malacology","Secondary","Paratype","1","0","0","2008"
"Malacology","Secondary","Paratype","1","0","0","2008"
"Malacology","Secondary","Paratype","1","0","0","2008"
"Malacology","Secondary","Paratype","1","0","0","2008"
"Malacology","Secondary","Paratype","1","0","0","2008"
"Malacology","Secondary","Paratype","1","0","0","2008"
"Malacology","Secondary","Paratype","1","3","1","2008"
"Malacology","Secondary","Paratype","1","0","0","2008"
"Malacology","Secondary","Paratype","1","0","0","2008"
"Malacology","Secondary","Paratype","1","3","1","2008"
"Malacology","Secondary","Paratype","1","0","0","2008"
"Malacology","Secondary","Paratype","1","0","0","2008"
"Malacology","Secondary","Paratype","1","0","0","2008"
"Malacology","Secondary","Paratype","1","0","0","2008"
"Malacology","Secondary","Paratype","1","0","0","2008"
"Malacology","Secondary","Paratype","1","0","0","2008"
"Malacology","Secondary","Paratype","1","0","0","2008"
"Malacology","Secondary","Paratype","1","0","0","2008"
"Malacology","Secondary","Paratype","3","0","0","2008"
"Malacology","Secondary","Paratype","2","0","0","2008"
"Malacology","Secondary","Paratype","1","0","0","2008"
"Malacology","Secondary","Paratype","2","0","0","2008"
"Malacology","Secondary","Paratype","1","0","0","2008"
"Malacology","Secondary","Paratype","2","0","0","2008"
"Malacology","Secondary","Paratype","2","0","0","2008"
"Malacology","Secondary","Paratype","1","0","0","2008"
"Malacology","Secondary","Paratype","3","0","0","2008"
"Malacology","Secondary","Paratype","2","0","0","2008"
"Malacology","Secondary","Paratype","1","0","0","2008"
"Malacology","Secondary","Paratype","2","0","0","2008"
"Malacology","Secondary","Paratype","2","3","1","2008"
"Malacology","Secondary","Paratype","2","0","0","2008"
"Malacology","Secondary","Paratype","1","0","0","2008"
"Malacology","Secondary","Paratype","1","0","0","2008"
"Malacology","Secondary","Paratype","1","0","0","2008"
"Malacology","Secondary","Paratype","1","0","0","2008"
"Malacology","Secondary","Paratype","1","0","0","2008"
"Malacology","Secondary","Paratype","1","0","0","2008"
"Malacology","Secondary","Paratype","1","0","0","2008"
"Malacology","Secondary","Paratype","1","0","0","2008"
"Malacology","Secondary","Paratype","1","0","0","2008"
"Malacology","Secondary","Paratype","1","0","0","2008"
"Malacology","Secondary","Paratype","1","0","0","2008"
"Malacology","Secondary","Paratype","1","0","0","2008"
"Malacology","Secondary","Paratype","1","0","0","2008"
"Malacology","Secondary","Paratype","1","0","0","2008"
"Malacology","Secondary","Paratype","1","0","0","2008"
"Malacology","Secondary","Paratype","2","0","0","2008"
"Malacology","Secondary","Paratype","1","0","0","2008"
"Malacology","Secondary","Paratype","1","0","0","2008"
"Malacology","Secondary","Paratype","1","0","0","2008"
"Malacology","Secondary","Paratype","1","0","0","2008"
"Malacology","Secondary","Paratype","1","0","0","2008"
"Malacology","Secondary","Paratype","1","0","0","2008"
"Malacology","Secondary","Paratype","1","0","0","2008"
"Malacology","Secondary","Paratype","1","0","0","2008"
"Malacology","Secondary","Paratype","1","0","0","2008"
"Malacology","Secondary","Paratype","1","0","0","2008"
"Malacology","Secondary","Paratype","1","0","0","2008"
"Malacology","Secondary","Paratype","1","0","0","2008"
"Malacology","Secondary","Paratype","1","0","0","2008"
"Malacology","Secondary","Paratype","1","0","0","2008"
"Malacology","Secondary","Paratype","1","0","0","2008"
"Malacology","Secondary","Paratype","1","0","0","2008"
"Malacology","Secondary","Paratype","1","0","0","2008"
"Malacology","Secondary","Paratype","1","0","0","2008"
"Malacology","Secondary","Paratype","1","0","0","2008"
"Malacology","Secondary","Paratype","1","0","0","2008"
"Malacology","Secondary","Paratype","1","0","0","2008"
"Malacology","Secondary","Paratype","1","0","0","2008"
"Malacology","Secondary","Paratype","1","0","0","2008"
"Malacology","Secondary","Paratype","1","0","0","2008"
"Malacology","Secondary","Paratype","1","0","0","2008"
"Malacology","Secondary","Paratype","1","0","0","2008"
"Malacology","Secondary","Paratype","1","0","0","2008"
"Malacology","Secondary","Paratype","1","0","0","2008"
"Malacology","Secondary","Paratype","1","0","0","2008"
"Malacology","Secondary","Paratype","1","0","0","2008"
"Malacology","Secondary","Paratype","1","0","0","2008"
"Malacology","Secondary","Paratype","1","0","0","2008"
"Malacology","Secondary","Paratype","1","0","0","2008"
"Malacology","Secondary","Paratype","1","0","0","2008"
"Malacology","Secondary","Paratype","1","0","0","2008"
"Malacology","Secondary","Paratype","1","0","0","2008"
"Malacology","Secondary","Paratype","1","0","0","2008"
"Malacology","Secondary","Paratype","1","0","0","2008"
"Malacology","Secondary","Paratype","1","0","0","2008"
"Malacology","Secondary","Paratype","1","0","0","2008"
"Malacology","Secondary","Paratype","1","0","0","2008"
"Malacology","Secondary","Paratype","1","0","0","2008"
"Malacology","Secondary","Paratype","1","0","0","2008"
"Malacology","Secondary","Paratype","1","0","0","2008"
"Malacology","Secondary","Paratype","1","0","0","2008"
"Malacology","Secondary","Paratype","1","0","0","2008"
"Malacology","Secondary","Paratype","1","0","0","2008"
"Malacology","Secondary","Paratype","1","0","0","2008"
"Malacology","Secondary","Paratype","1","0","0","2008"
"Malacology","Secondary","Paratype","1","0","0","2008"
"Malacology","Secondary","Paratype","1","0","0","2008"
"Malacology","Secondary","Paratype","1","0","0","2008"
"Malacology","Secondary","Paratype","1","0","0","2008"
"Malacology","Secondary","Paratype","2","0","0","2008"
"Malacology","Secondary","Paratype","1","0","0","2008"
"Malacology","Secondary","Paratype","1","0","0","2008"
"Malacology","Secondary","Paratype","1","0","0","2008"
"Malacology","Secondary","Paratype","1","0","0","2008"
"Malacology","Secondary","Paratype","1","0","0","2008"
"Malacology","Secondary","Paratype","1","0","0","2008"
"Malacology","Secondary","Paratype","1","0","0","2008"
"Malacology","Secondary","Paratype","1","0","0","2008"
"Malacology","Secondary","Paratype","1","0","0","2008"
"Malacology","Secondary","Paratype","1","0","0","2008"
"Malacology","Secondary","Paratype","1","0","0","2008"
"Malacology","Secondary","Paratype","1","0","0","2008"
"Malacology","Secondary","Paratype","1","0","0","2008"
"Malacology","Secondary","Paratype","1","0","0","2008"
"Malacology","Secondary","Paratype","1","0","0","2008"
"Malacology","Secondary","Paratype","2","0","0","2008"
"Malacology","Secondary","Paratype","2","0","0","2008"
"Malacology","Secondary","Paratype","1","0","0","2008"
"Malacology","Secondary","Paratype","1","0","0","2008"
"Malacology","Secondary","Paratype","2","0","0","2008"
"Malacology","Secondary","Paratype","2","0","0","2008"
"Malacology","Secondary","Paratype","2","0","0","2008"
"Malacology","Secondary","Paratype","1","0","0","2008"
"Malacology","Secondary","Paratype","2","0","0","2008"
"Malacology","Secondary","Paratype","2","0","0","2008"
"Malacology","Secondary","Paratype","2","0","0","2008"
"Malacology","Secondary","Paratype","2","0","0","2008"
"Malacology","Secondary","Paratype","2","0","0","2008"
"Malacology","Secondary","Paratype","2","0","0","2008"
"Malacology","Secondary","Paratype","1","0","0","2008"
"Malacology","Secondary","Paratype","2","0","0","2008"
"Malacology","Secondary","Paratype","2","0","0","2008"
"Malacology","Secondary","Paratype","1","0","0","2008"
"Malacology","Secondary","Paratype","2","0","0","2008"
"Malacology","Secondary","Paratype","1","0","0","2008"
"Malacology","Secondary","Paratype","1","0","0","2008"
"Malacology","Secondary","Paratype","3","0","0","2008"
"Malacology","Secondary","Paratype","2","0","0","2008"
"Malacology","Secondary","Paratype","2","0","0","2008"
"Malacology","Secondary","Paratype","1","0","0","2008"
"Malacology","Secondary","Paratype","1","0","0","2008"
"Malacology","Secondary","Paratype","3","0","0","2008"
"Malacology","Secondary","Paratype","2","0","0","2008"
"Malacology","Secondary","Paratype","3","2","1","2008"
"Malacology","Secondary","Paratype","2","0","0","2008"
"Malacology","Secondary","Paratype","1","0","0","2008"
"Malacology","Secondary","Paratype","2","0","0","2008"
"Malacology","Secondary","Paratype","1","0","0","2008"
"Malacology","Secondary","Paratype","1","0","0","2008"
"Malacology","Secondary","Paratype","1","0","0","2008"
"Malacology","Secondary","Paratype","2","0","0","2008"
"Malacology","Secondary","Paratype","1","0","0","2008"
"Malacology","Secondary","Paratype","3","0","0","2008"
"Malacology","Secondary","Paratype","1","0","0","2008"
"Malacology","Secondary","Paratype","1","0","0","2008"
"Malacology","Secondary","Paratype","1","0","0","2008"
"Malacology","Secondary","Paratype","1","0","0","2008"
"Malacology","Secondary","Paratype","1","0","0","2008"
"Malacology","Secondary","Paratype","1","0","0","2008"
"Malacology","Secondary","Paratype","1","0","0","2008"
"Malacology","Secondary","Paratype","1","0","0","2008"
"Malacology","Secondary","Paratype","1","0","0","2008"
"Malacology","Secondary","Paratype","1","0","0","2008"
"Malacology","Secondary","Paratype","1","0","0","2008"
"Malacology","Secondary","Paratype","1","0","0","2008"
"Malacology","Secondary","Paratype","1","0","0","2008"
"Malacology","Secondary","Paratype","1","0","0","2008"
"Malacology","Secondary","Paratype","1","0","0","2008"
"Malacology","Secondary","Paratype","1","0","0","2008"
"Malacology","Secondary","Paratype","1","0","0","2008"
"Malacology","Secondary","Paratype","1","0","0","2008"
"Malacology","Secondary","Paratype","2","0","0","2008"
